step,reward,tploss,action_a,action_f,A,f,expr
89,-0.902520142050077,1.402520142050077,-1.0,-0.9471728205680847,172.21633404493332,-93.12695104628801,172.22[m s^-1] | -93.13[m s^-1]
90,-0.7832584119140189,1.283258411914019,-0.28516432642936707,-0.19618745148181915,166.51304751634598,-97.0507000759244,166.51[m s^-1] | -97.05[m s^-1]
91,-0.709524229499773,1.209524229499773,-0.7623627185821533,1.0,151.2657931447029,-77.0507000759244,151.27[m s^-1] | -77.05[m s^-1]
92,-0.7670998422566759,1.267099842256676,-0.425632119178772,1.0,142.75315076112747,-57.0507000759244,142.75[m s^-1] | -57.05[m s^-1]
93,-0.8723265274579168,1.3723265274579168,0.25507932901382446,-1.0,147.85473734140396,-77.0507000759244,147.85[m s^-1] | -77.05[m s^-1]
94,-0.7651293850692871,1.265129385069287,1.0,-0.08115209639072418,167.85473734140396,-78.67374200373888,167.85[m s^-1] | -78.67[m s^-1]
95,-0.643008306737489,1.143008306737489,1.0,0.635593831539154,187.85473734140396,-65.9618653729558,187.85[m s^-1] | -65.96[m s^-1]
96,-0.7944767230586978,1.2944767230586978,0.23454724252223969,1.0,192.54568219184875,-45.9618653729558,192.55[m s^-1] | -45.96[m s^-1]
97,-0.974660602852573,1.474660602852573,0.169743150472641,1.0,195.94054520130157,-25.9618653729558,195.94[m s^-1] | -25.96[m s^-1]
98,-1.04996999385241,1.54996999385241,1.0,0.6292740106582642,215.94054520130157,-13.376385159790516,215.94[m s^-1] | -13.38[m s^-1]
99,-0.998044273803631,1.498044273803631,0.9129520654678345,1.0,234.19958651065826,6.623614840209484,234.20[m s^-1] | 6.62[m s^-1]
100,-0.836318156823463,1.336318156823463,-1.0,-0.27290743589401245,214.19958651065826,1.165466122329235,214.20[m s^-1] | 1.17[m s^-1]
101,-0.941091586089206,1.441091586089206,0.5870961546897888,0.04224136471748352,225.94150960445404,2.0102934166789055,225.94[m s^-1] | 2.01[m s^-1]
102,-1.076573149296522,1.576573149296522,0.18303406238555908,-0.4494526982307434,229.60219085216522,-6.978760547935963,229.60[m s^-1] | -6.98[m s^-1]
103,-1.122699567009027,1.622699567009027,-0.8569645881652832,-1.0,212.46289908885956,-26.978760547935963,212.46[m s^-1] | -26.98[m s^-1]
104,-1.211965031377031,1.711965031377031,-1.0,-0.5386176109313965,192.46289908885956,-37.75111276656389,192.46[m s^-1] | -37.75[m s^-1]
105,-1.245367620420789,1.745367620420789,-0.33990955352783203,0.14940060675144196,185.66470801830292,-34.76310063153505,185.66[m s^-1] | -34.76[m s^-1]
106,-1.240465581151208,1.740465581151208,-0.03744135797023773,0.5650209784507751,184.91588085889816,-23.46268106251955,184.92[m s^-1] | -23.46[m s^-1]
107,-1.315819767492727,1.815819767492727,1.0,1.0,204.91588085889816,-3.4626810625195503,204.92[m s^-1] | -3.46[m s^-1]
108,-1.332799139008014,1.832799139008014,-0.6023575663566589,0.6953873038291931,192.86872953176498,10.445065014064312,192.87[m s^-1] | 10.45[m s^-1]
109,-1.290845349006395,1.790845349006395,0.07461260259151459,1.0,194.36098158359528,30.445065014064312,194.36[m s^-1] | 30.45[m s^-1]
110,-1.300160010499441,1.800160010499441,0.46604955196380615,-0.37964344024658203,203.6819726228714,22.85219620913267,203.68[m s^-1] | 22.85[m s^-1]
111,-1.3711558792056702,1.8711558792056702,0.8745989799499512,-0.0025889426469802856,221.17395222187042,22.800417356193066,221.17[m s^-1] | 22.80[m s^-1]
112,-1.5309067453012428,2.030906745301243,0.918450117111206,0.5262313485145569,239.54295456409454,33.3250443264842,239.54[m s^-1] | 33.33[m s^-1]
113,-1.354225400421211,1.854225400421211,0.4505975842475891,1.0,248.55490624904633,53.3250443264842,248.55[m s^-1] | 53.33[m s^-1]
114,-0.951786010207684,1.451786010207684,-0.7798529863357544,-0.4705272912979126,232.95784652233124,43.91449850052595,232.96[m s^-1] | 43.91[m s^-1]
115,-1.377505906375403,1.877505906375403,1.0,-1.0,250.0,23.91449850052595,250.00[m s^-1] | 23.91[m s^-1]
116,-1.6273026300667288,2.127302630066729,-1.0,-1.0,230.0,3.9144985005259514,230.00[m s^-1] | 3.91[m s^-1]
117,-1.7362466203911167,2.2362466203911167,1.0,0.0152568519115448,250.0,4.219635538756847,250.00[m s^-1] | 4.22[m s^-1]
118,-1.552886776387048,2.052886776387048,0.6254460215568542,0.6280853748321533,250.0,16.781343035399914,250.00[m s^-1] | 16.78[m s^-1]
119,-1.5631581868647948,2.063158186864795,-0.49276331067085266,-1.0,240.14473378658295,-3.218656964600086,240.14[m s^-1] | -3.22[m s^-1]
120,-1.875835367451753,2.375835367451753,0.23639144003391266,-0.06679219007492065,244.8725625872612,-4.554500766098499,244.87[m s^-1] | -4.55[m s^-1]
121,-1.9706247416092362,2.470624741609236,0.9317896366119385,-0.262898713350296,250.0,-9.81247503310442,250.00[m s^-1] | -9.81[m s^-1]
122,-1.9405811361431322,2.440581136143132,0.1317077875137329,-0.0636148452758789,250.0,-11.084771938621998,250.00[m s^-1] | -11.08[m s^-1]
123,-1.856685872707482,2.356685872707482,-0.7454744577407837,1.0,235.09051084518433,8.915228061378002,235.09[m s^-1] | 8.92[m s^-1]
124,-1.76188518721673,2.26188518721673,-1.0,-0.15135148167610168,215.09051084518433,5.8881984278559685,215.09[m s^-1] | 5.89[m s^-1]
125,-1.458670499911221,1.958670499911221,0.7338031530380249,1.0,229.76657390594482,25.88819842785597,229.77[m s^-1] | 25.89[m s^-1]
126,-1.216453265948124,1.716453265948124,-0.09403076767921448,-1.0,227.88595855236053,5.8881984278559685,227.89[m s^-1] | 5.89[m s^-1]
127,-1.6368393982117868,2.136839398211787,0.8157656192779541,-1.0,244.20127093791962,-14.111801572144032,244.20[m s^-1] | -14.11[m s^-1]
128,-1.917757695875069,2.417757695875069,-0.12023207545280457,-0.6355178952217102,241.79662942886353,-26.822159476578236,241.80[m s^-1] | -26.82[m s^-1]
129,-2.063601482223699,2.563601482223699,1.0,0.31575942039489746,250.0,-20.506971068680286,250.00[m s^-1] | -20.51[m s^-1]
130,-2.236541024060225,2.736541024060225,0.574472188949585,-0.1413554847240448,250.0,-23.334080763161182,250.00[m s^-1] | -23.33[m s^-1]
131,-2.393257425065655,2.893257425065655,0.15500034391880035,-1.0,250.0,-43.33408076316118,250.00[m s^-1] | -43.33[m s^-1]
132,-2.4331578585378844,2.9331578585378844,0.9346882104873657,0.5883303880691528,250.0,-31.567473001778126,250.00[m s^-1] | -31.57[m s^-1]
133,-2.446505097910867,2.946505097910867,0.8049060106277466,-0.11680452525615692,250.0,-33.903563506901264,250.00[m s^-1] | -33.90[m s^-1]
134,-2.4584520757947668,2.9584520757947668,1.0,-0.5374694466590881,250.0,-44.65295244008303,250.00[m s^-1] | -44.65[m s^-1]
135,-2.2661136940341953,2.7661136940341953,1.0,0.3015930652618408,250.0,-38.62109113484621,250.00[m s^-1] | -38.62[m s^-1]
136,-2.105957669945265,2.605957669945265,-0.1633036732673645,-1.0,246.7339265346527,-58.62109113484621,246.73[m s^-1] | -58.62[m s^-1]
137,-2.298389760798645,2.798389760798645,1.0,-1.0,250.0,-78.62109113484621,250.00[m s^-1] | -78.62[m s^-1]
138,-2.389744830887644,2.889744830887644,0.5651880502700806,-0.30580809712409973,250.0,-84.7372530773282,250.00[m s^-1] | -84.74[m s^-1]
139,-2.298073989599494,2.798073989599494,0.7732177376747131,-1.0,250.0,-100.0,250.00[m s^-1] | -100.00[m s^-1]
140,-2.231150296631713,2.731150296631713,0.2736183702945709,-1.0,250.0,-100.0,250.00[m s^-1] | -100.00[m s^-1]
141,-2.3545328959384046,2.8545328959384046,0.18728995323181152,-0.8637234568595886,250.0,-100.0,250.00[m s^-1] | -100.00[m s^-1]
142,-2.4630966675610484,2.9630966675610484,-0.39030301570892334,-0.676507830619812,242.19393968582153,-100.0,242.19[m s^-1] | -100.00[m s^-1]
143,-2.335017872631833,2.835017872631833,-0.383445680141449,0.728540301322937,234.52502608299255,-85.42919397354126,234.53[m s^-1] | -85.43[m s^-1]
144,-1.9421045603572882,2.442104560357288,-0.9887206554412842,-0.9954525232315063,214.75061297416687,-100.0,214.75[m s^-1] | -100.00[m s^-1]
145,-2.081096649676869,2.581096649676869,0.2801445722579956,-0.4526897072792053,220.35350441932678,-100.0,220.35[m s^-1] | -100.00[m s^-1]
146,-2.410341645945507,2.910341645945507,-0.3470524549484253,0.47702544927597046,213.41245532035828,-90.45949101448059,213.41[m s^-1] | -90.46[m s^-1]
147,-2.597647208682399,3.097647208682399,0.492900550365448,-1.0,223.27046632766724,-100.0,223.27[m s^-1] | -100.00[m s^-1]
148,-2.592997248625668,3.092997248625668,0.5250991582870483,-1.0,233.7724494934082,-100.0,233.77[m s^-1] | -100.00[m s^-1]
149,-2.459067177102812,2.959067177102812,0.4788322448730469,-1.0,243.34909439086914,-100.0,243.35[m s^-1] | -100.00[m s^-1]
150,-2.4219736023652,2.9219736023652,0.40638577938079834,-1.0,250.0,-100.0,250.00[m s^-1] | -100.00[m s^-1]
151,-2.454086587868237,2.954086587868237,1.0,-0.8463617563247681,250.0,-100.0,250.00[m s^-1] | -100.00[m s^-1]
152,-2.475400394150667,2.975400394150667,0.48612919449806213,-0.6297464370727539,250.0,-100.0,250.00[m s^-1] | -100.00[m s^-1]
153,-2.2491383621819847,2.7491383621819847,1.0,1.0,250.0,-80.0,250.00[m s^-1] | -80.00[m s^-1]
154,-1.687687957932869,2.187687957932869,0.4303419589996338,0.8866798877716064,250.0,-62.26640224456787,250.00[m s^-1] | -62.27[m s^-1]
155,-1.7068555318466792,2.206855531846679,1.0,-1.0,250.0,-82.26640224456787,250.00[m s^-1] | -82.27[m s^-1]
156,-2.0307978611866884,2.5307978611866884,-0.9840810298919678,-1.0,230.31837940216064,-100.0,230.32[m s^-1] | -100.00[m s^-1]
157,-2.113767404983383,2.613767404983383,0.13691718876361847,-0.5908910632133484,233.056723177433,-100.0,233.06[m s^-1] | -100.00[m s^-1]
158,-2.0728451349156374,2.5728451349156374,1.0,-1.0,250.0,-100.0,250.00[m s^-1] | -100.00[m s^-1]
159,-2.0095925923375213,2.5095925923375213,0.3240801692008972,-0.8267486095428467,250.0,-100.0,250.00[m s^-1] | -100.00[m s^-1]
160,-1.947859602359848,2.447859602359848,-1.0,-0.14974327385425568,230.0,-100.0,230.00[m s^-1] | -100.00[m s^-1]
161,-1.857575853514449,2.357575853514449,-0.8947165012359619,1.0,212.10566997528076,-80.0,212.11[m s^-1] | -80.00[m s^-1]
162,-1.7927618682073367,2.2927618682073367,-1.0,0.1884157508611679,192.10566997528076,-76.23168498277664,192.11[m s^-1] | -76.23[m s^-1]
163,-1.7885186830018691,2.288518683001869,-1.0,-0.3796170949935913,172.10566997528076,-83.82402688264847,172.11[m s^-1] | -83.82[m s^-1]
164,-1.64555792882539,2.14555792882539,1.0,-0.44637125730514526,192.10566997528076,-92.75145202875137,192.11[m s^-1] | -92.75[m s^-1]
165,-1.252216937335772,1.752216937335772,1.0,0.2958858609199524,212.10566997528076,-86.83373481035233,212.11[m s^-1] | -86.83[m s^-1]
166,-1.396988679068822,1.896988679068822,-1.0,-0.5634739995002747,192.10566997528076,-98.10321480035782,192.11[m s^-1] | -98.10[m s^-1]
167,-1.683145886614239,2.183145886614239,-0.4764263927936554,0.8521769642829895,182.57714211940765,-81.05967551469803,182.58[m s^-1] | -81.06[m s^-1]
168,-1.6014848864857312,2.101484886485731,-0.11250251531600952,0.19907426834106445,180.32709181308746,-77.07819014787674,180.33[m s^-1] | -77.08[m s^-1]
169,-1.404054138407672,1.904054138407672,0.8939394950866699,1.0,198.20588171482086,-57.07819014787674,198.21[m s^-1] | -57.08[m s^-1]
170,-1.223430996926841,1.723430996926841,-0.2577832341194153,-1.0,193.05021703243256,-77.07819014787674,193.05[m s^-1] | -77.08[m s^-1]
171,-1.221513048863804,1.721513048863804,1.0,-1.0,213.05021703243256,-97.07819014787674,213.05[m s^-1] | -97.08[m s^-1]
172,-1.442991628513764,1.942991628513764,0.7395927309989929,-1.0,227.84207165241241,-100.0,227.84[m s^-1] | -100.00[m s^-1]
173,-1.614023815516322,2.114023815516322,0.6770336627960205,-0.9610236287117004,241.38274490833282,-100.0,241.38[m s^-1] | -100.00[m s^-1]
174,-1.607423518431204,2.107423518431204,1.0,0.25533023476600647,250.0,-94.89339530467987,250.00[m s^-1] | -94.89[m s^-1]
175,-1.428080015096649,1.928080015096649,-0.15798425674438477,-0.11280989646911621,246.8403148651123,-97.1495932340622,246.84[m s^-1] | -97.15[m s^-1]
176,-1.344526724248812,1.844526724248812,-0.5445897579193115,-0.4370533227920532,235.94851970672607,-100.0,235.95[m s^-1] | -100.00[m s^-1]
177,-1.4662971122456898,1.9662971122456898,0.39579251408576965,1.0,243.86436998844147,-80.0,243.86[m s^-1] | -80.00[m s^-1]
178,-1.539762484993529,2.039762484993529,-0.015444844961166382,-0.3869497776031494,243.55547308921814,-87.73899555206299,243.56[m s^-1] | -87.74[m s^-1]
179,-1.374214481700207,1.874214481700207,-1.0,1.0,223.55547308921814,-67.73899555206299,223.56[m s^-1] | -67.74[m s^-1]
180,-1.421093811191053,1.921093811191053,0.5519012212753296,-0.7922749519348145,234.59349751472473,-83.58449459075928,234.59[m s^-1] | -83.58[m s^-1]
181,-1.369940637357947,1.869940637357947,0.3970251679420471,0.7332360148429871,242.53400087356567,-68.91977429389954,242.53[m s^-1] | -68.92[m s^-1]
182,-1.392348062154783,1.892348062154783,1.0,-0.3113842010498047,250.0,-75.14745831489563,250.00[m s^-1] | -75.15[m s^-1]
183,-1.201197046125228,1.701197046125228,-0.7785836458206177,0.4403918981552124,234.42832708358765,-66.33962035179138,234.43[m s^-1] | -66.34[m s^-1]
184,-1.2918477089465759,1.7918477089465759,1.0,-1.0,250.0,-86.33962035179138,250.00[m s^-1] | -86.34[m s^-1]
185,-1.36680045552633,1.86680045552633,1.0,-0.3890659213066101,250.0,-94.12093877792358,250.00[m s^-1] | -94.12[m s^-1]
186,-1.3071748426764869,1.8071748426764869,0.14442992210388184,-0.6885881423950195,250.0,-100.0,250.00[m s^-1] | -100.00[m s^-1]
187,-1.1201458789850482,1.6201458789850482,1.0,0.032120078802108765,250.0,-99.35759842395782,250.00[m s^-1] | -99.36[m s^-1]
188,-0.9436081390015041,1.443608139001504,-0.07334613800048828,0.4479784667491913,248.53307723999023,-90.398029088974,248.53[m s^-1] | -90.40[m s^-1]
189,-1.0452010754267052,1.5452010754267052,-0.7740046977996826,-1.0,233.05298328399658,-100.0,233.05[m s^-1] | -100.00[m s^-1]
190,-1.2037434413362802,1.7037434413362802,0.7534188032150269,-0.4690062999725342,248.12135934829712,-100.0,248.12[m s^-1] | -100.00[m s^-1]
191,-1.081540245005102,1.581540245005102,-0.37368178367614746,-0.14992493391036987,240.64772367477417,-100.0,240.65[m s^-1] | -100.00[m s^-1]
192,-0.965546771871088,1.465546771871088,-1.0,-1.0,220.64772367477417,-100.0,220.65[m s^-1] | -100.00[m s^-1]
193,-0.8456995193416148,1.3456995193416148,-1.0,1.0,200.64772367477417,-80.0,200.65[m s^-1] | -80.00[m s^-1]
194,-0.7408404140885372,1.2408404140885372,-1.0,-1.0,180.64772367477417,-100.0,180.65[m s^-1] | -100.00[m s^-1]
195,-0.7641620365707529,1.2641620365707529,0.218901127576828,-0.3664078712463379,185.02574622631073,-100.0,185.03[m s^-1] | -100.00[m s^-1]
196,-0.818865401743115,1.318865401743115,1.0,1.0,205.02574622631073,-80.0,205.03[m s^-1] | -80.00[m s^-1]
197,-0.8808241638543501,1.3808241638543501,0.8383561372756958,0.4405193030834198,221.79286897182465,-71.1896139383316,221.79[m s^-1] | -71.19[m s^-1]
198,-0.8718568796049939,1.371856879604994,0.4524405002593994,1.0,230.84167897701263,-51.189613938331604,230.84[m s^-1] | -51.19[m s^-1]
199,-0.868957777847192,1.368957777847192,-0.1127004325389862,-1.0,228.5876703262329,-71.1896139383316,228.59[m s^-1] | -71.19[m s^-1]
200,-0.8684137025598861,1.3684137025598861,0.42961394786834717,0.20946964621543884,237.17994928359985,-67.00022101402283,237.18[m s^-1] | -67.00[m s^-1]
201,-0.8700108832933049,1.370010883293305,0.537854790687561,-0.45506203174591064,247.93704509735107,-76.10146164894104,247.94[m s^-1] | -76.10[m s^-1]
202,-0.8112755862023608,1.3112755862023608,-0.02399185299873352,1.0,247.4572080373764,-56.10146164894104,247.46[m s^-1] | -56.10[m s^-1]
203,-0.8904842738584691,1.390484273858469,1.0,-1.0,250.0,-76.10146164894104,250.00[m s^-1] | -76.10[m s^-1]
204,-0.9149891499733089,1.414989149973309,1.0,-0.8524250984191895,250.0,-93.14996361732483,250.00[m s^-1] | -93.15[m s^-1]
205,-0.716032335010182,1.216032335010182,-1.0,-0.6444880962371826,230.0,-100.0,230.00[m s^-1] | -100.00[m s^-1]
206,-0.6884923685813529,1.1884923685813529,-0.18151789903640747,-0.30281272530555725,226.36964201927185,-100.0,226.37[m s^-1] | -100.00[m s^-1]
207,-0.6708649245675389,1.1708649245675389,0.160008043050766,0.7334156036376953,229.56980288028717,-85.3316879272461,229.57[m s^-1] | -85.33[m s^-1]
208,-0.7335931953314929,1.233593195331493,0.33289724588394165,0.013629883527755737,236.227747797966,-85.05909025669098,236.23[m s^-1] | -85.06[m s^-1]
209,-0.854594457231288,1.354594457231288,0.21967847645282745,-1.0,240.62131732702255,-100.0,240.62[m s^-1] | -100.00[m s^-1]
210,-0.9290269014489909,1.429026901448991,0.7259958982467651,-0.6647360920906067,250.0,-100.0,250.00[m s^-1] | -100.00[m s^-1]
211,-0.9262882953488272,1.4262882953488272,0.6800442934036255,-0.36650633811950684,250.0,-100.0,250.00[m s^-1] | -100.00[m s^-1]
212,-0.929615101876859,1.429615101876859,0.19310565292835236,-1.0,250.0,-100.0,250.00[m s^-1] | -100.00[m s^-1]
213,-0.8426653734903571,1.342665373490357,-0.23810723423957825,-0.10546357929706573,245.23785531520844,-100.0,245.24[m s^-1] | -100.00[m s^-1]
214,-0.633472823981273,1.133472823981273,-0.9045709371566772,0.4761289656162262,227.1464365720749,-90.47742068767548,227.15[m s^-1] | -90.48[m s^-1]
215,-0.8183478809207971,1.3183478809207971,1.0,0.21943333745002747,247.1464365720749,-86.08875393867493,247.15[m s^-1] | -86.09[m s^-1]
216,-0.834528715502765,1.334528715502765,1.0,-1.0,250.0,-100.0,250.00[m s^-1] | -100.00[m s^-1]
217,-0.6167395132051912,1.1167395132051912,-1.0,0.657213568687439,230.0,-86.85572862625122,230.00[m s^-1] | -86.86[m s^-1]
218,-0.874928928527511,1.374928928527511,0.9503964185714722,-0.7567481994628906,249.00792837142944,-100.0,249.01[m s^-1] | -100.00[m s^-1]
219,-0.8194370703865341,1.3194370703865341,1.0,-1.0,250.0,-100.0,250.00[m s^-1] | -100.00[m s^-1]
220,-0.8218344593810418,1.3218344593810418,1.0,-0.7960838079452515,250.0,-100.0,250.00[m s^-1] | -100.00[m s^-1]
221,-0.7931605914666868,1.2931605914666868,-0.25917330384254456,-0.812628984451294,244.8165339231491,-100.0,244.82[m s^-1] | -100.00[m s^-1]
222,-0.732778608700102,1.232778608700102,0.05672904849052429,-0.8369854092597961,245.9511148929596,-100.0,245.95[m s^-1] | -100.00[m s^-1]
223,-0.5693261881874481,1.069326188187448,-0.7041695713996887,-1.0,231.86772346496582,-100.0,231.87[m s^-1] | -100.00[m s^-1]
224,-0.388444265181227,0.888444265181227,-1.0,-0.13370883464813232,211.86772346496582,-100.0,211.87[m s^-1] | -100.00[m s^-1]
225,-0.255579774308865,0.755579774308865,-1.0,-0.5434665679931641,191.86772346496582,-100.0,191.87[m s^-1] | -100.00[m s^-1]
226,-0.35374443466205996,0.85374443466206,0.5852621793746948,-0.014754608273506165,203.57296705245972,-100.0,203.57[m s^-1] | -100.00[m s^-1]
227,-0.481524716314653,0.981524716314653,0.6201426982879639,-0.27628087997436523,215.975821018219,-100.0,215.98[m s^-1] | -100.00[m s^-1]
228,-0.6941422466036531,1.194142246603653,1.0,-0.7398416996002197,235.975821018219,-100.0,235.98[m s^-1] | -100.00[m s^-1]
229,-0.7869478125439491,1.286947812543949,0.38096797466278076,-0.921841025352478,243.5951805114746,-100.0,243.60[m s^-1] | -100.00[m s^-1]
230,-0.8178105262202031,1.3178105262202031,1.0,0.06619304418563843,250.0,-98.67613911628723,250.00[m s^-1] | -98.68[m s^-1]
231,-0.780718463840488,1.280718463840488,1.0,-1.0,250.0,-100.0,250.00[m s^-1] | -100.00[m s^-1]
232,-0.7149054391396961,1.214905439139696,0.5036202669143677,0.5688116550445557,250.0,-88.62376689910889,250.00[m s^-1] | -88.62[m s^-1]
233,-0.703428033507189,1.203428033507189,0.9438881278038025,-0.208268404006958,250.0,-92.78913497924805,250.00[m s^-1] | -92.79[m s^-1]
234,-0.6842448180782541,1.184244818078254,1.0,-1.0,250.0,-100.0,250.00[m s^-1] | -100.00[m s^-1]
235,-0.612222961483645,1.112222961483645,-0.024015575647354126,0.8195773959159851,249.51968848705292,-83.6084520816803,249.52[m s^-1] | -83.61[m s^-1]
236,-0.6319360932971521,1.131936093297152,0.43447232246398926,-1.0,250.0,-100.0,250.00[m s^-1] | -100.00[m s^-1]
237,-0.4989005342228461,0.9989005342228461,-0.5394723415374756,-1.0,239.2105531692505,-100.0,239.21[m s^-1] | -100.00[m s^-1]
238,-0.5841354328430961,1.084135432843096,1.0,1.0,250.0,-80.0,250.00[m s^-1] | -80.00[m s^-1]
239,-0.5878732471622601,1.08787324716226,0.052857905626297,-0.3105151057243347,250.0,-86.2103021144867,250.00[m s^-1] | -86.21[m s^-1]
240,-0.585389606477257,1.085389606477257,-0.009776502847671509,-0.10416272282600403,249.80446994304657,-88.29355657100677,249.80[m s^-1] | -88.29[m s^-1]
241,-0.392119634787661,0.892119634787661,-0.8886361122131348,-1.0,232.03174769878387,-100.0,232.03[m s^-1] | -100.00[m s^-1]
242,-0.5897181805819629,1.089718180581963,1.0,-1.0,250.0,-100.0,250.00[m s^-1] | -100.00[m s^-1]
243,-0.5652370961070741,1.065237096107074,0.568019449710846,0.6248389482498169,250.0,-87.50322103500366,250.00[m s^-1] | -87.50[m s^-1]
244,-0.5761811050320489,1.076181105032049,0.15948906540870667,0.4823726713657379,250.0,-77.8557676076889,250.00[m s^-1] | -77.86[m s^-1]
245,-0.5934058615019469,1.0934058615019469,0.5525965690612793,0.4828876852989197,250.0,-68.19801390171051,250.00[m s^-1] | -68.20[m s^-1]
246,-0.32372445768618197,0.823724457686182,-1.0,-1.0,230.0,-88.19801390171051,230.00[m s^-1] | -88.20[m s^-1]
247,-0.3443292916845301,0.8443292916845301,0.2877964675426483,1.0,235.75592935085297,-68.19801390171051,235.76[m s^-1] | -68.20[m s^-1]
248,-0.5057813298838401,1.00578132988384,1.0,0.07191330194473267,250.0,-66.75974786281586,250.00[m s^-1] | -66.76[m s^-1]
249,-0.4803979131156281,0.9803979131156281,-0.30642831325531006,-1.0,243.8714337348938,-86.75974786281586,243.87[m s^-1] | -86.76[m s^-1]
250,-0.565502921540036,1.065502921540036,1.0,1.0,250.0,-66.75974786281586,250.00[m s^-1] | -66.76[m s^-1]
1,-0.39108333390997496,0.891083333909975,-0.3455270230770111,0.030492156744003296,-100.0,-99.39015686511993,-100.00[m s^-1] | -99.39[m s^-1]
2,-0.36563120407413097,0.865631204074131,-0.1292121410369873,-0.46175703406333923,-100.0,-100.0,-100.00[m s^-1] | -100.00[m s^-1]
3,-0.37563883484565797,0.875638834845658,-0.9537156820297241,-0.487870454788208,-100.0,-100.0,-100.00[m s^-1] | -100.00[m s^-1]
4,-0.347993887623137,0.847993887623137,1.0,1.0,-80.0,-80.0,-80.00[m s^-1] | -80.00[m s^-1]
5,-0.521889380518886,1.021889380518886,-0.9406578540802002,0.20782920718193054,-98.813157081604,-75.84341585636139,-98.81[m s^-1] | -75.84[m s^-1]
6,-0.4562644183303399,0.9562644183303399,-0.3443261384963989,1.0,-100.0,-55.84341585636139,-100.00[m s^-1] | -55.84[m s^-1]
7,-0.419206973854511,0.919206973854511,-0.7011256217956543,0.05873651057481766,-100.0,-54.668685644865036,-100.00[m s^-1] | -54.67[m s^-1]
8,-0.41572251417264605,0.915722514172646,-1.0,-1.0,-100.0,-74.66868564486504,-100.00[m s^-1] | -74.67[m s^-1]
9,-0.34298302956203097,0.842983029562031,0.6047781705856323,0.6248250007629395,-87.90443658828735,-62.17218562960625,-87.90[m s^-1] | -62.17[m s^-1]
10,-0.41032367234410305,0.910323672344103,-0.8977921009063721,-1.0,-100.0,-82.17218562960625,-100.00[m s^-1] | -82.17[m s^-1]
11,-0.42273830506326093,0.9227383050632609,-1.0,-0.21932415664196014,-100.0,-86.55866876244545,-100.00[m s^-1] | -86.56[m s^-1]
12,-0.38727733377462403,0.887277333774624,0.2705208361148834,-0.22846285998821259,-94.58958327770233,-91.1279259622097,-94.59[m s^-1] | -91.13[m s^-1]
13,-0.403482908246494,0.903482908246494,-0.3429233729839325,-1.0,-100.0,-100.0,-100.00[m s^-1] | -100.00[m s^-1]
14,-0.31796628036614594,0.8179662803661459,0.4220426380634308,0.8688143491744995,-91.55914723873138,-82.62371301651001,-91.56[m s^-1] | -82.62[m s^-1]
15,-0.22703839773417,0.72703839773417,1.0,0.6271221041679382,-71.55914723873138,-70.08127093315125,-71.56[m s^-1] | -70.08[m s^-1]
16,-0.299718263621369,0.799718263621369,-1.0,-0.2516893744468689,-91.55914723873138,-75.11505842208862,-91.56[m s^-1] | -75.12[m s^-1]
17,-0.3412974755827569,0.8412974755827569,-1.0,-0.769447386264801,-100.0,-90.50400614738464,-100.00[m s^-1] | -90.50[m s^-1]
18,-0.32322270751940807,0.8232227075194081,-0.05626997351646423,-0.1819126158952713,-100.0,-94.14225846529007,-100.00[m s^-1] | -94.14[m s^-1]
19,-0.284184169986868,0.784184169986868,0.5863974690437317,0.23165079951286316,-88.27205061912537,-89.5092424750328,-88.27[m s^-1] | -89.51[m s^-1]
20,-0.3123926586505149,0.8123926586505149,-0.2933995723724365,0.6706882119178772,-94.1400420665741,-76.09547823667526,-94.14[m s^-1] | -76.10[m s^-1]
21,-0.37792572329932095,0.877925723299321,-1.0,-1.0,-100.0,-96.09547823667526,-100.00[m s^-1] | -96.10[m s^-1]
22,-0.3552615409685529,0.8552615409685529,0.5048147439956665,-0.7381607890129089,-89.90370512008667,-100.0,-89.90[m s^-1] | -100.00[m s^-1]
23,-0.3255967539272251,0.8255967539272251,-0.049157336354255676,0.3974432051181793,-90.88685184717178,-92.05113589763641,-90.89[m s^-1] | -92.05[m s^-1]
24,-0.36537789529143594,0.8653778952914359,-0.9103128910064697,-0.3538476824760437,-100.0,-99.12808954715729,-100.00[m s^-1] | -99.13[m s^-1]
25,-0.37662953738914995,0.87662953738915,-0.7873672842979431,0.13848434388637543,-100.0,-96.35840266942978,-100.00[m s^-1] | -96.36[m s^-1]
26,-0.338871033480889,0.838871033480889,-0.00016260147094726562,1.0,-100.0,-76.35840266942978,-100.00[m s^-1] | -76.36[m s^-1]
27,-0.30252375430552203,0.802523754305522,1.0,-0.24241164326667786,-80.0,-81.20663553476334,-80.00[m s^-1] | -81.21[m s^-1]
28,-0.313669709509369,0.813669709509369,-0.011765196919441223,-0.25580137968063354,-80.23530393838882,-86.322663128376,-80.24[m s^-1] | -86.32[m s^-1]
29,-0.24443527816627098,0.744435278166271,1.0,0.26430410146713257,-60.235303938388824,-81.03658109903336,-60.24[m s^-1] | -81.04[m s^-1]
30,-0.32173681429658096,0.821736814296581,-1.0,-0.9797857999801636,-80.23530393838882,-100.0,-80.24[m s^-1] | -100.00[m s^-1]
